Artikelnummer (AR+[ID])	Artikelnummer Systemfremd	Artikelgruppe	Artikelname Vermietung	Artikelkurzbeschreibung Vermietung	Vermietpreis Min	Vermietpreis Soll	Vermietpreis UVP	Artikelname Verkauf	Artikelkurzbeschreibung Verkauf	Herstellerfirma	Verkaufpreis Min	Verkaufpreis Soll	Verkaufpreis UVP	ArtikelSeriennummer	Equipments	Eigene Equipments	Anzahl fremde Equipments	In Werkstatt	Equipments verkauft	EK netto	Anmietpreis	H?he [mm]	Breite [mm]	L?nge [mm]	Gewicht [kg]	Anschlussleistung [W]	
AR875	 - 	Lichteffekte statisch	  LCB288 LED Bar Wash and Strobe RGB+W 	Wash- und Strobe LED-Bar 192 x SMD-RGB-LEDs (oben und unten) 96 weiße SMD-LEDs (Mitte) 6, 9, 32 oder 64 DMX-Kanäle 	10	12	17	  LCB288 LED Bar Wash and Strobe RGB+W 	Wash- und Strobe LED-Bar 192 x SMD-RGB-LEDs (oben und unten) 96 weiße SMD-LEDs (Mitte) 6, 9, 32 oder 64 DMX-Kanäle	NULL	0.0	155	0.0	 - 	8	0	8	0	0	105.94	 - 	68	68	1021	1.750	0
AR903	 - 	Lichteffekte statisch	Chauvet StrikeArray4 Audience Blinder	Light Source: 192 LED (WW) 1.33 W, (2.2 A), 2700 K, 50,000 hours life expectancy Light Source: 20 LED (Amber) 2.63 W, (.758 A), 50,000 hours life expectancy Color Temperature (at full): 2770 K CRI: 93.2 TLCI: 91 Beam Angle: 61.5° Field Angle: 100.5° Illuminance (total): 684 lux @ 5 m	0.0	55	0.0	Chauvet StrikeArray4 Audience Blinder	Light Source: 192 LED (WW) 1.33 W, (2.2 A), 2700 K, 50,000 hours life expectancy Light Source: 20 LED (Amber) 2.63 W, (.758 A), 50,000 hours life expectancy Color Temperature (at full): 2770 K CRI: 93.2 TLCI: 91 Beam Angle: 61.5° Field Angle: 100.5° Illuminance (total): 684 lux @ 5 m	NULL	0.0	0.0	0.0	35	20	20	0	0	0	0.0	35	470	424	161	13.000	0
AR916	 - 	Lichteffekte statisch	VISII Led-Panel 3000-8000K 2er Set inkl. Stative	VISII 2er Pack Dimmbares Zweifarbiges 480 Led Videolicht Foto Beleuchtungskit, CRI+96 3000-8000K Led-Panel mit Kabellosem, Fernverstellbarem Lichtstativ Für Studio-Videoaufnahmen Live-Stream	20	25	30	VISII Led-Panel 3000-8000K 2er Set inkl. Stative	VISII 2er Pack Dimmbares Zweifarbiges 480 Led Videolicht Foto Beleuchtungskit, CRI+96 3000-8000K Led-Panel mit Kabellosem, Fernverstellbarem Lichtstativ Für Studio-Videoaufnahmen Live-Stream	NULL	0.0	0.0	0.0	 - 	1	1	0	0	0	0.0	 - 	0.0	0.0	0.0	6.000	0
AR947	 - 	Lichteffekte statisch	BAC550Z ProPar Alu Zoom 19x15W RGBW	19x 15W 4-in-1 LEDs RGBW Farbmischung Motorisierter Zoom Zoombereich: 9° - 30° 3 getrennt steuerbare LED-Zonen 5, 10, 16 oder 32 DMX-Kanäle	0.0	15	0.0	BAC550Z ProPar Alu Zoom 19x15W RGBW	19x 15W 4-in-1 LEDs RGBW Farbmischung Motorisierter Zoom Zoombereich: 9° - 30° 3 getrennt steuerbare LED-Zonen 5, 10, 16 oder 32 DMX-Kanäle	NULL	0.0	450	0.0	 - 	1	0	1	0	0	199	 - 	0.0	0.0	0.0	0.000	0
AR301	 - 	Lichtsteuerungen mit Last	Dimmer MA 12x 2,3 kW, Eingang 32A 3P+N+PE Stromver	Dimmer MA 12x 2,3 kW, Eingang 32A 3P+N+PE Stromverteiler 63A > 2x 32A + 3x Schuko Transportcase 19" / 12HE shockmount Transportcase 19" / 4HE shockmount	 - 	 - 	 - 	Dimmer MA 12x 2,3 kW, Eingang 32A 3P+N+PE Stromver	Dimmer MA 12x 2,3 kW, Eingang 32A 3P+N+PE Stromverteiler 63A > 2x 32A + 3x Schuko Transportcase 19" / 12HE shockmount Transportcase 19" / 4HE shockmount	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR12	 - 	Lichtsteuerungen ohne Last	HIGH END SYSTEMS Full Boar 4	HIGH END SYSTEMS Full Boar 4 Motorfader, 2x 15,6" Touch, 2x DVI-D, 4x DMX 512, 2x EtherCon (Hog/ArtNet), LC Media, inklusive Flightcase 	450	475	550	HIGH END SYSTEMS Full Boar 4	HIGH END SYSTEMS Full Boar 4 Motorfader, 2x 15,6" Touch, 2x DVI-D, 4x DMX 512, 2x EtherCon (Hog/ArtNet), LC Media, inklusive Flightcase 	High End Systems	35000	38000	39000	 - 	2	2	0	0	2	20800,00	 - 	244	902	575	20.400	0
AR65	 - 	Lichtsteuerungen ohne Last	Chamsys MagicQ PC Wing	USB-Verbindung zum PC oder MacWindows, Linux oder OSX kompatibelProgramm- und PlaybacktastenPage, Group und 4 Macrotasten8 Encoder12 Fader2 direkte DMX 	70	90	110	Chamsys MagicQ PC Wing	USB-Verbindung zum PC oder MacWindows, Linux oder OSX kompatibelProgramm- und PlaybacktastenPage, Group und 4 Macrotasten8 Encoder12 Fader2 direkte DMX Ausgängedimmbare thomann LED-Pult-Lampe64 Universeneingebaute Stromversorgungeingebauter USB-HubAudio-Eingangentspricht den Handgepäckbeschränkungen der meisten AirlinesAbmessungen 51,5 x 25,7 x 8,8 cmGewicht 3,6 kg	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	515	257	88	3.600	0
AR132	 - 	Lichtsteuerungen ohne Last	Showtec DB-1-8 DMX-Booster 	Showtec DB-1-8 DMX-Booster 	 - 	 - 	 - 	Showtec DB-1-8 DMX-Booster 	Showtec DB-1-8 DMX-Booster 	NULL	 - 	85	 - 	 - 	2	2	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR151	 - 	Lichtsteuerungen ohne Last	Showtec Quick DMX D512	Showtec Quick DMX D512	10	15	20	Showtec Quick DMX D512	Showtec Quick DMX D512	Showtec	270	279	299	 - 	1	1	0	0	0	179	 - 	 - 	 - 	 - 	0.200	0
AR202	 - 	Lichtsteuerungen ohne Last	EUROLITE Art-Net-DMX Node 8 MK2	EUROLITE Art-Net-DMX Node 8 MK2 	15	20	25	EUROLITE Art-Net-DMX Node 8 MK2	EUROLITE Art-Net-DMX Node 8 MK2 	NULL	 - 	380	 - 	 - 	1	1	0	0	0	299	 - 	44	175	483	2.400	0
AR213	 - 	Lichtsteuerungen ohne Last	Notebook  mit Lichtsteuerungsoftware Quickdmx	Notebook  mit Lichtsteuerungsoftware Quikdmx	30.00	40.00	 - 	Notebook  	Notebook  	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	230	 - 	 - 	 - 	 - 	0.000	0
AR292	 - 	Lichtsteuerungen ohne Last	Lichtstellpult MA Lighting GrandMA2 light	Lichtstellpult MA Lighting GrandMA2 light	 - 	300	 - 	Lichtstellpult MA Lighting GrandMA2 light	Lichtstellpult MA Lighting GrandMA2 light	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	0.0	 - 	 - 	 - 	 - 	0.000	0
AR818	 - 	Lichtsteuerungen ohne Last	Showtec Quick DMX D1024	Showtec Quick DMX D1024 Full 1024 DMX channels MIDI triggerable by "learning" mode	 - 	15	 - 	Showtec Quick DMX D1024	Showtec Quick DMX D1024 Full 1024 DMX channels MIDI triggerable by "learning" mode	NULL	 - 	292	 - 	 - 	2	2	0	0	0	219	 - 	40	75	84	0.170	0
AR841	 - 	Lichtsteuerungen ohne Last	Eurolite Split 6X DMX Splitter	Eurolite Split 6X DMX Splitter	 - 	20	 - 	Eurolite Split 6X DMX Splitter	Eurolite Split 6X DMX Splitter	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR862	 - 	Lichtsteuerungen ohne Last	Showtec DB-1-8/RDM	8-Channel DMX booster with RDM 3-pin XLR MX/RDM splitter for 8 outputs DMX Indication LEDs on in-& outputs 3P XLR outputs Supports Remote Device Management (RDM) Protocol	0.0	15	0.0	Showtec DB-1-8/RDM	8-Channel DMX booster with RDM 3-pin XLR MX/RDM splitter for 8 outputs DMX Indication LEDs on in-& outputs 3P XLR outputs Supports Remote Device Management (RDM) Protoco	NULL	0.0	110	110	 - 	1	0	1	0	0	87.9	 - 	46	134	483	1.960	0
AR444	 - 	Mikrofon - Headset	Sennheiser HSP 4 	Sennheiser HSP 4   Farbe beige Charakteristik Niere Frequenzgang 40 - 20 000 Hz individuelle Größe einstellbar Miniklinke-Anschluss für Sennheiser EW-Serie Schalldruck 150 dB max.	10	15	20.00	Sennheiser HSP 4 	Sennheiser HSP 4   Farbe beige Charakteristik Niere Frequenzgang 40 - 20 000 Hz individuelle Größe einstellbar Miniklinke-Anschluss für Sennheiser EW-Serie Schalldruck 150 dB max.	NULL	 - 	 - 	 - 	 - 	4	4	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR461	DH5T/O-MTQG DuraPlex Headset -	Mikrofon - Headset	Shure DH5T/O-MTQG DuraPlex Headset - beige	Shure DH5T/O-MTQG DuraPlex Headset - beige	20	20	25	Shure DH5T/O-MTQG DuraPlex Headset - beige	Shure DH5T/O-MTQG DuraPlex Headset - beige	NULL	 - 	331	 - 	 - 	14	14	0	0	0	274.96	 - 	 - 	 - 	 - 	0.000	0
AR525	 - 	Mikrofon - Headset	Shure Mx 153 Headset/ TQG, B	Shure Mx 153 Headset/ TQG, B	 - 	 - 	 - 	Shure Mx 153 Headset/ TQG, B	Shure Mx 153 Headset/ TQG, B	NULL	 - 	190	 - 	 - 	2	2	0	0	0	157.41	 - 	 - 	 - 	 - 	0.000	0
AR811	 - 	Mikrofon - Headset	DPA KopfbÃ¼gelmikrofon d:fine 4288	DPA Kopfbügelmikrofon d:fine 4288	 - 	20	 - 	DPA KopfbÃ¼gelmikrofon d:fine 4288	DPA Kopfbügelmikrofon d:fine 4288	NULL	 - 	 - 	 - 	 - 	20	12	8	0	0	0.0	 - 	 - 	 - 	 - 	0.000	0
AR830	 - 	Mikrofon - Headset	DPA KopfbÃ¼gelmikrofon d:fine 6066, Kugel	DPA Kopfbügelmikrofon d:fine 6066, Kugel, beig 2 MIK AD MDOT>LEMOStück DPA Adapter DAD6003 MicroDot auf Lemo dreipol 2 MIK AD MDOT>EVOStück DPA Adapter DAD6034 MicroDot auf evolution Klinke	 - 	20	 - 	DPA KopfbÃ¼gelmikrofon d:fine 6066, Kugel	DPA Kopfbügelmikrofon d:fine 6066, Kugel, beig 2 MIK AD MDOT>LEMOStück DPA Adapter DAD6003 MicroDot auf Lemo dreipol 2 MIK AD MDOT>EVOStück DPA Adapter DAD6034 MicroDot auf evolution Klinke	NULL	 - 	 - 	 - 	 - 	2	0	2	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR831	 - 	Mikrofon - Headset	Sennheiser Mikrofonset MZ 100	Sennheiser Mikrofonset MZ 100 bestehend aus: je 1x Kabel gerade/gewinkelt, Magnethalter, Band weiß, je 1x Klemme silber/schwarz, je 1x Clip grau/schwarz, je 1x Nadelclip grau/schwarz	 - 	 - 	 - 	Sennheiser Mikrofonset MZ 100	Sennheiser Mikrofonset MZ 100 bestehend aus: je 1x Kabel gerade/gewinkelt, Magnethalter, Band weiß, je 1x Klemme silber/schwarz, je 1x Clip grau/schwarz, je 1x Nadelclip grau/schwarz	NULL	 - 	 - 	 - 	 - 	6	6	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR977	 - 	Mikrofon - Headset	DPA 4061-BM Beige Windscreen	1 MIK DPA 4061-BM !Beige Windscreen! Stück Kondensator Minaturmikrofon DPA 4061-BM, Kugel, Lo-Sens, schwarz, MicroDot-Stecker, Adapter auf Lemo dreipol, Zubehörset 1 MIK AD MDOT>LEMOStück DPA Adapter DAD6003 MicroDot auf Lemo dreipol	0.0	50	0.0	DPA 4061-BM Beige Windscreen	1 MIK DPA 4061-BM !Beige Windscreen! Stück Kondensator Minaturmikrofon DPA 4061-BM, Kugel, Lo-Sens, schwarz, MicroDot-Stecker, Adapter auf Lemo dreipol, Zubehörset 1 MIK AD MDOT>LEMOStück DPA Adapter DAD6003 MicroDot auf Lemo dreipol	NULL	0.0	0.0	0.0	 - 	1	0	1	0	0	0.0	 - 	0.0	0.0	0.0	0.000	0
AR40	 - 	Mikrofon - Instrumentenabnahme	SHURE BETA52A	Dynamisches Mikrofon für Bass Drum Kick 	5	7	10	SHURE BETA52A	Dynamisches Mikrofon für Bass Drum Kick 	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR41	 - 	Mikrofon - Instrumentenabnahme	Shure Beta91	Shure Beta91	8	10	15	Shure Beta91	Shure Beta91	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.480	0
AR42	 - 	Mikrofon - Instrumentenabnahme	Mikrofon - dyn. - Shure SM57	Mikrofon - dyn. - Shure SM57	5	7	8	Mikrofon - dyn. - Shure SM57	Mikrofon - dyn. - Shure SM57	NULL	 - 	 - 	 - 	 - 	19	19	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR43	 - 	Mikrofon - Instrumentenabnahme	Shure Beta 181	Kleinmembran Kondensatormikrofon Superniere	8	10	15	Shure Beta 181	Kleinmembran Kondensatormikrofon Superniere	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR51	 - 	Mikrofon - Instrumentenabnahme	Shure sm 81	Richtcharakteristik: Niere Übertragungsbereich: 20 Hz - 20 kHz Grenzschalldruckpegel: 146 dB (mit Pad) Leerlauf-Übertragungsfaktor: 5,6 mV/Pa	8	10	15	Shure sm 81	Richtcharakteristik: Niere Übertragungsbereich: 20 Hz - 20 kHz Grenzschalldruckpegel: 146 dB (mit Pad) Leerlauf-Übertragungsfaktor: 5,6 mV/Pa	NULL	 - 	 - 	 - 	 - 	6	6	0	0	0	213,00	 - 	 - 	 - 	 - 	0.000	0
AR114	 - 	Mikrofon - Instrumentenabnahme	drum mikrofonie Set 9 Teilig	1 x ShureBETA 91A 3 x Shure 98AMP/C 2 x Shure beta 181 1 x Shure beta  52 2 x Shure 27 oder 81	75	85	100	drum mikrofonie Set 8 Teilig	Shure, Telefunken usw	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR223	 - 	Mikrofon - Instrumentenabnahme	Rode NT5	Kleinmembran-Kondensator  Richtcharakteristik NiereOverheadmikrofon 	 - 	8.5	10	Rode NT5	Kleinmembran-Kondensator  Richtcharakteristik NiereOverheadmikrofon 	NULL	 - 	 - 	 - 	 - 	2	0	2	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR225	 - 	Mikrofon - Instrumentenabnahme	NeuÂ­mann KM184	Neu­mann KM184 Kondensator-Kleinmembranmikrofon 	 - 	15	 - 	NeuÂ­mann KM184	Neu­mann KM184 Kondensator-Kleinmembranmikrofon 	NULL	 - 	 - 	 - 	 - 	6	4	2	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR226	 - 	Mikrofon - Instrumentenabnahme	TELEFUNKEN M80-SH	TELEFUNKEN M80-SH   Typ:    Dynamisches Mikrofon   Kapsel:    N/A Frequenzbereich:  50Hz - 18 kHz   Richtcharakteristik:    Superniere   Impedanz:    325 Ohm	 - 	10	 - 	TELEFUNKEN M80-SH	  Typ:    Dynamisches Mikrofon   Kapsel:    N/A Frequenzbereich:  50Hz - 18 kHz   Richtcharakteristik:    Superniere   Impedanz:    325 Ohm	NULL	 - 	 - 	 - 	 - 	2	0	2	0	0	 - 	 - 	 - 	 - 	 - 	380.000	0
AR227	 - 	Mikrofon - Instrumentenabnahme	Telefunken M82	Richtcharakteristik: Niere vier verschiedene Filterkurven mit KICK EQ und HIGH BOOST Frequenzbereich: 25 - 18.000 Hz Impedanz: 250 Ohm Grenzschalldruckpegel: >146 dB	 - 	20	 - 	Telefunken M82	Richtcharakteristik: Niere vier verschiedene Filterkurven mit KICK EQ und HIGH BOOST Frequenzbereich: 25 - 18.000 Hz Impedanz: 250 Ohm Grenzschalldruckpegel: >146 dB	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	434.000	0
AR383	 - 	Mikrofon - Instrumentenabnahme	Shure Beta 98AMP/C	Shure Beta 98AMP/C	 - 	10	 - 	Shure Beta 98AMP/C	Shure Beta 98AMP/C	NULL	 - 	 - 	 - 	 - 	4	4	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR394	 - 	Mikrofon - Instrumentenabnahme	AKG 414 oder Ã¤hn.	AKG 414 oder ähn.	 - 	15.00	 - 	AKG 414 oder Ã¤hn.	AKG 414 oder ähn.	NULL	 - 	 - 	 - 	 - 	1	0	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR422	 - 	Mikrofon - Instrumentenabnahme	Sennheiser 600 Drum Set im Case	Sennheiser 600 Drum Set	50	60	70	Sennheiser 600 Drum Set im Case	Sennheiser 600 Drum Set	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR425	 - 	Mikrofon - Instrumentenabnahme	DPA 4099 CORE Loud-SPL Kondensator Minaturmikrofon	DPA BC4099 Basshalterung DPA CC4099 Cellohalterung DPA CM4099 Clamp Mount DPA DC4099 Drumhalter DPA MS4099 Stativadapter DPA PC4099 Pianoadapter DPA STC4099 Sax- und Trompetenhalterung DPA VC4099 Violinenhalterung	 - 	20	 - 	DPA 4099 CORE Loud-SPL Kondensator Minaturmikrofon	DPA BC4099 Basshalterung DPA CC4099 Cellohalterung DPA CM4099 Clamp Mount DPA DC4099 Drumhalter DPA MS4099 Stativadapter DPA PC4099 Pianoadapter DPA STC4099 Sax- und Trompetenhalterung DPA VC4099 Violinenhalterung	NULL	 - 	 - 	 - 	 - 	13	12	1	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR464	 - 	Mikrofon - Instrumentenabnahme	Shure Beta 98 H/C	Shure Beta 98H/C Instrumental Kapseltyp: Kondensator Richtcharakteristik: Niere Bauform: Instrumentenmikro Ein/Aus-Schalter: Nein Übertragungsbereich von (Hz): 20 Übertragungsbereich bis (Hz): 20000	10	15	17,50	Shure Beta 98 H/C	Shure Beta 98H/C Instrumental Kapseltyp: Kondensator Richtcharakteristik: Niere Bauform: Instrumentenmikro Ein/Aus-Schalter: Nein Übertragungsbereich von (Hz): 20 Übertragungsbereich bis (Hz): 20000	Shure	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.800	0
AR469	 - 	Mikrofon - Instrumentenabnahme	Sennheiser e 914	Sennheiser e 914 - Richtcharakteristik: Cardioid     - Frequenzgang: 20 bis 20 000 Hz     - Freifeld-Leerlauf-Übertragungsfaktor (1kHz): 7 mV / Pa      - Dämpfung schaltbar: 0, -10, -20 dB     - max. Schalldruckpegel: 137, 147, 157 dB     - Nennimpedanz: 100 Ohm     - min. Abschlußimpedanz: 1000 Ohm     - Abmessungen: 24 x 157 mm     - Gewicht: 198 g  	7.5	10	15	Sennheiser e 914	Sennheiser e 914 - Richtcharakteristik: Cardioid     - Frequenzgang: 20 bis 20 000 Hz     - Freifeld-Leerlauf-Übertragungsfaktor (1kHz): 7 mV / Pa      - Dämpfung schaltbar: 0, -10, -20 dB     - max. Schalldruckpegel: 137, 147, 157 dB     - Nennimpedanz: 100 Ohm     - min. Abschlußimpedanz: 1000 Ohm     - Abmessungen: 24 x 157 mm     - Gewicht: 198 g  	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	 - 	24	157	0.198	0
AR546	 - 	Mikrofon - Instrumentenabnahme	Mikrofonierung Orchestra  	DPA Mikrofonie für Streichinstrumente, Schlaginstrumente, Holz und Blechbläser	 - 	20	 - 	Mikrofonierung Orchestra  	DPA Mikrofonie für Streichinstrumente, Schlaginstrumente, Holz und Blechbläser	NULL	 - 	 - 	 - 	 - 	44	0	44	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR621	 - 	Mikrofon - Instrumentenabnahme	Shure Beta 52A	Supernierencharakteristikbertragungsbereich 20 - 10.000 Hzmaximaler Schalldruck 174 dB SPL bis 1 kHz, berechnetAusgangsimpedanz 45 OhmLeerlaufempfindlichkeit -64 dBVPa 0,63 mV	 - 	15	 - 	Shure Beta 52A	Supernierencharakteristikbertragungsbereich 20 - 10.000 Hzmaximaler Schalldruck 174 dB SPL bis 1 kHz, berechnetAusgangsimpedanz 45 OhmLeerlaufempfindlichkeit -64 dBVPa 0,63 mV	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR644	 - 	Mikrofon - Instrumentenabnahme	Kondensator Minaturmikrofon DPA 4099 CORE 	Kondensator Minaturmikrofon DPA 4099 CORE Loud-SPL  MIK AD MDOT>LEMOStück DPA Adapter DAD6003 MicroDot auf Lemo dreipol MIK AD MDOT>EVOStück DPA Adapter DAD6034 MicroDot auf evolution Klinke MIK DPA DAD4099-BCStück DPA DAD4099-BC Phantomspeiseadapter Low Cut MIK DPA BC4099Stück DPA BC4099 Basshalterung MIK DPA CC4099Stück DPA CC4099 Cellohalterung MIK DPA MS4099Stück DPA MS4099 Stativadapter MIK DPA STC4099Stück DPA STC4099 Sax- und Trompetenhalterung MIK DPA VC4099Stück DPA VC4099 Violinenhalterung MIK DPA DC4099Stück DPA DC4099 Drumhalter MIK DPA CM4099Stück DPA CM4099 Clamp Mount	20	25	30	Kondensator Minaturmikrofon DPA 4099 CORE 	Kondensator Minaturmikrofon DPA 4099 CORE Loud-SPL  MIK AD MDOT>LEMOStück DPA Adapter DAD6003 MicroDot auf Lemo dreipol MIK AD MDOT>EVOStück DPA Adapter DAD6034 MicroDot auf evolution Klinke MIK DPA DAD4099-BCStück DPA DAD4099-BC Phantomspeiseadapter Low Cut MIK DPA BC4099Stück DPA BC4099 Basshalterung MIK DPA CC4099Stück DPA CC4099 Cellohalterung MIK DPA MS4099Stück DPA MS4099 Stativadapter MIK DPA STC4099Stück DPA STC4099 Sax- und Trompetenhalterung MIK DPA VC4099Stück DPA VC4099 Violinenhalterung MIK DPA DC4099Stück DPA DC4099 Drumhalter MIK DPA CM4099Stück DPA CM4099 Clamp Mount	NULL	 - 	 - 	 - 	 - 	20	20	0	0	0	0.0	 - 	 - 	 - 	 - 	0.000	0
AR653	 - 	Mikrofon - Instrumentenabnahme	Sennheiser  E 609	Sennheiser  E 609	5	7.5	10	Sennheiser  E 609	Sennheiser  E 609	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR654	 - 	Mikrofon - Instrumentenabnahme	SENNHEISER E 906	Dynamisches Instrumentenmikrofon speziell für E-Gitarre, Snare-Drum und Bläser.	8	10	12	SENNHEISER E 906	Dynamisches Instrumentenmikrofon speziell für E-Gitarre, Snare-Drum und Bläser.	NULL	 - 	 - 	 - 	 - 	3	3	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR655	 - 	Mikrofon - Instrumentenabnahme	Sennheiser e904	Schlagzeugmikrofon Percussion Mikrofon Dynamisches Instrumentenmikrofon mit Nierencharakteristik für Drums und Percussion. Exzellente Klangprofilierung, geeignet für alle perkussiven Stile. Kompaktes Metallgehäuse mit Clip zur Befestigung an Toms und Snares.	8	10	12	Sennheiser e904	Schlagzeugmikrofon Percussion Mikrofon Dynamisches Instrumentenmikrofon mit Nierencharakteristik für Drums und Percussion. Exzellente Klangprofilierung, geeignet für alle perkussiven Stile. Kompaktes Metallgehäuse mit Clip zur Befestigung an Toms und Snares.	NULL	 - 	 - 	 - 	 - 	3	3	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR715	 - 	Mikrofon - Instrumentenabnahme	AKG C 1000	AKG C 1000	8	10	15	AKG C 1000	AKG C 1000	NULL	 - 	 - 	 - 	 - 	2	2	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR886	 - 	Mikrofon - Instrumentenabnahme	AKG C414	9 schaltbaren Charakteristiken Niere, breite Niere, Hyperniere, Kugel, Acht  4 ZwischenstellungenFrequenzbereich 20 - 20.000 HzSchalldruck 140 dB SPL maxLockmodus zum Speichern der EinstellungenPeak-Hold AnzeigeStatus LEDsdrei schaltbare Bass Filter 04080160 Hzdrei Vordämpfungsstufen 0-6-12-18 dBtrafoloser XLR-Out FET-Technik	0.0	20	0.0	AKG C414	9 schaltbaren Charakteristiken Niere, breite Niere, Hyperniere, Kugel, Acht  4 ZwischenstellungenFrequenzbereich 20 - 20.000 HzSchalldruck 140 dB SPL maxLockmodus zum Speichern der EinstellungenPeak-Hold AnzeigeStatus LEDsdrei schaltbare Bass Filter 04080160 Hzdrei Vordämpfungsstufen 0-6-12-18 dBtrafoloser XLR-Out FET-Technik	NULL	0.0	0.0	0.0	10	2	2	0	0	0	0.0	10	0.0	0.0	0.0	0.000	0
AR940	 - 	Mikrofon - Instrumentenabnahme	Neumann MCM114	Kondensator Minaturmikrofon Neumann MCM114 HighStrings (alternativ ggf. auch DP4099)	0.0	20	0.0	Neumann MCM114	Kondensator Minaturmikrofon Neumann MCM114 HighStrings (alternativ ggf. auch DP4099)	NULL	0.0	0.0	0.0	 - 	6	0	6	0	0	0.0	 - 	0.0	0.0	0.0	0.000	0
AR86	 - 	Mikrofon drahtlos	Shure - UR4D + TwoWay KIT	Shure UR4D / Sm58/Beta 58/Sm87	80	100	120	Shure UR4D	Shure UR4D	NULL	 - 	 - 	 - 	 - 	4	4	0	0	0	 - 	 - 	 - 	 - 	 - 	10.000	0
AR113	 - 	Mikrofon drahtlos	Sennheiser EM2050 	1x Sennheiser EM 2050CW (718-790 MHz) dual receiver 2x Sennheiser SK 2000 bodypacks 2x Sennheiser SKM 2000 handheld 940	80	90	100	Sennheiser EM2050 	1x Sennheiser EM 2050CW (718-790 MHz) dual receiver 2x Sennheiser SK 2000 bodypacks 2x Sennheiser SKM 2000 handheld 940	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR135	 - 	Mikrofon drahtlos	Shure BLX14-P31  Funk-Headset	Shure BLX14-P31  Funk-Headset	 - 	35	40	Shure BLX14-P31  Funk-Headset	Shure BLX14-P31  Funk-Headset	NULL	 - 	233.7	 - 	 - 	2	2	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
AR157	 - 	Mikrofon drahtlos	AKG DMS 800 Funk System 	AKG DSR800 - 710-790 + 823-832 MHz AKG DHT800 - 710-790 + 823-832 MHz Adapterringe für Shureköpfe 2x Shure SM58 Case 2x Antenne 1 Schukostromkabel	70	80	90	AKG DMS 800 Funk System 	AKG DSR800 - 710-790 + 823-832 MHz AKG DHT800 - 710-790 + 823-832 MHz Adapterringe für Shureköpfe 2x Shure SM58 CAse 2x Antenne 1 Schukostromkabel	AKG	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	4.000	0
AR266	 - 	Mikrofon drahtlos	Shure GLXD24E sm58	Shure GLXD24E sm58	 - 	30.00	 - 	Shure GLXD24E	 - 	NULL	 - 	 - 	 - 	 - 	1	1	0	0	0	 - 	 - 	 - 	 - 	 - 	0.000	0
